Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,2790885.052311,2546129.938735,2221598.993420,18.109631
1,2790885.052311,2589004.274562,2341932.638868,18.109631
2,2790885.052311,2646990.122372,2466588.462291,18.109631
3,2790885.052311,2674291.532199,2517253.536515,18.109631
4,2799310.304481,2724130.177582,2558917.636414,18.109631
5,2799310.304481,2752453.575576,2691405.784774,18.109631
6,2799444.006757,2773210.808042,2682532.417840,18.109631
7,2799884.660930,2780467.120460,2688716.460993,18.109632
8,2799884.660930,2788274.438202,2751583.937032,18.109632
9,2800473.787880,2784021.309829,2693790.174893,18.109632
10,2803969.958452,2793158.935425,2768830.019288,18.109632
11,2803969.958452,2793884.473319,2696248.722143,18.109632
12,2804680.839906,2793491.427503,2745307.547748,18.109632
13,2805045.127993,2791042.071388,2707771.386317,18.109632
14,2805877.516175,2792527.552386,2745799.979189,18.109632
15,2807828.358554,2796086.536706,2724201.700355,18.109632
16,2807828.358554,2798446.542774,2778856.538723,18.109632
17,2808018.408196,2800352.742757,2762917.615373,18.109642
18,2808755.702932,2799950.146824,2773399.529892,18.109642
19,2808755.702932,2799213.361891,2745715.316106,18.109642
20,2809394.903059,2792397.265084,2674936.815568,18.109642
