num_dc,num_retailers,random_seed,fixed_w,complete_column_count,column_enumeration_time_sec,full_master_build_time_sec,cplex_optimization_time_sec,reference_validation_time_sec,reference_total_wall_time_sec,bp_initialization_time_sec,bp_solve_time_sec,bp_validation_time_sec,bp_total_wall_time_sec,cplex_status,cplex_objective,cplex_gap,bp_status,bp_objective,bp_gap,absolute_objective_difference,relative_objective_difference,reference_solution_feasible,bp_solution_feasible,bp_cg_iterations,bp_branch_nodes,bp_processed_nodes,bp_pruned_nodes,bp_remaining_active_nodes,pair_valid
5,12,101,0.40000000000000002,40890,0.087330885999999996,0.029921186999999998,0.357815416,1.7099999999999999e-06,0.47812183199999997,0.00071346599999999995,0.010300109999999999,5.82e-07,0.011014158,OPTIMAL,703082.55453851935,0,OPTIMAL_CERTIFIED,703082.55453851924,0,1.1641532182693481e-10,1.6557845316379108e-16,true,true,14,0,1,0,0,true
