Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,2428959.463644,1978020.561699,1453351.606780,39.636206
1,2428959.463644,2044076.056424,1739786.291474,39.636206
2,2428959.463644,2145742.952512,1815084.656840,39.636206
3,2428959.463644,2198457.794815,1863081.566258,39.636206
4,2428959.463644,2243426.603232,2032901.801872,39.636206
5,2433347.150035,2297120.053952,1980761.246765,39.636206
6,2436634.348721,2349018.330577,2122517.349452,39.636206
7,2446619.455028,2373829.855092,2156333.184021,39.636206
8,2446619.455028,2384258.927616,2272615.754748,39.636206
9,2452390.853167,2407293.629018,2292683.969857,39.636206
10,2452626.518058,2417269.893138,2295662.142201,39.636206
11,2452626.518058,2421630.359902,2350460.667753,39.636206
12,2452669.263279,2428988.444047,2372056.569731,39.636206
13,2452828.760003,2432262.047716,2393667.137926,39.636206
14,2453909.342529,2434720.488798,2310078.617603,39.636206
15,2453909.342529,2428929.938769,2330480.779110,39.636206
16,2453909.342529,2426448.298452,2233697.982711,39.636207
17,2453909.342529,2416755.266981,2207587.718229,39.636215
18,2453909.342529,2407761.071976,2222039.650860,39.636215
19,2453909.342529,2420795.299907,2234729.527537,39.636215
