size_id,scenario_id,screening_dimension,screening_level,random_seed,delta,investment_exponent,outer_status,inner_bp_status,has_integer_solution,outcome,total_profit,carbon_emission,total_investment_cost,e_plus,e_minus,net_carbon_trading_cost,num_dc_open,ga_generations,fitness_requests,fitness_bp_solves,actual_fitness_cache_hits,cache_hit_rate,cg_iterations,branch_nodes,best_w,w_vector_expected_length,w_vector_normalization_status,algorithm_commit,formal_tag,config_sha256,instance_fingerprint,demand_source,investment_recomputed,investment_abs_diff,user_time_sec,system_time_sec,wall_time_sec,max_rss_kb,sensitivity_dimension,sensitivity_level,outer_method,outer_solution_status,final_inner_bp_status,final_inner_bp_certified,integer_solution,termination_reason,w_vector_candidate_dc,w_vector_length,w_vector_raw_source,open_dc_set,positive_w_count,mean_positive_w,mean_all_candidate_w,mean_open_dc_w,max_w,min_positive_w,actual_bp_calls
10x30,DELTA_10000_GAMMA_050,delta,10000.0,707,10000,0.5,GA_BEST_FOUND,OPTIMAL,1,HEURISTIC_BEST_FOUND,2453909.34252924,395950.121329043,32193.706079753,295950.121329043,0,591900.242658086,10,20,600,505,95,0.15833333333333333,12583,65,0.0801564027370479;0;0;0.00293255131964809;0.183773216031281;0.000977517106549365;0;0.0899315738025415;0.0391006842619746;0.0527859237536657,10,VALID_EXACT_LENGTH,0dd725354732f9b8011e9e7e8540e0e64a3ff223,paper-exp-baseline-20260801,,,report.txt D_j open DCs; closed DCs D=0,32193.706079753,0,39.636023108,0,39.636023108,17528,delta,10000,GA_BP,GA_BEST_FOUND,OPTIMAL,true,1,HEURISTIC_BEST_FOUND,0.0801564027370479;0;0;0.00293255131964809;0.183773216031281;0.000977517106549365;0;0.0899315738025415;0.0391006842619746;0.0527859237536657,10,result.csv:best_w,0;1;2;3;4;5;6;7;8;9,7,0.06423683843038688,0.044965786901270816,0.044965786901270816,0.183773216031281,0.000977517106549365,505
