Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,1514584.836795,574705.984101,200000.000000,6.469448
1,1514584.836795,840994.512399,200000.000000,6.469449
2,1514615.514132,1198660.424967,408221.445563,6.469449
3,1514689.761889,1355755.005207,914931.088437,6.469449
4,1516057.769564,1448348.131517,1187493.079968,6.469449
5,1516057.769564,1471575.133542,1277416.958479,6.469449
6,1516993.502169,1502886.339750,1384258.734760,6.469449
7,1517100.537049,1492805.306221,1367874.405706,6.469449
8,1517100.537049,1489222.367255,1386419.014090,6.469449
9,1517482.888106,1480063.923911,1298781.648694,6.469449
10,1517482.888106,1472274.439499,1355310.598827,6.469449
