num_dc,num_retailers,random_seed,fixed_w,complete_column_count,column_enumeration_time_sec,full_master_build_time_sec,cplex_optimization_time_sec,reference_validation_time_sec,reference_total_wall_time_sec,reference_peak_rss_kb,bp_initialization_time_sec,bp_solve_time_sec,bp_validation_time_sec,bp_total_wall_time_sec,bp_peak_rss_kb,bp_initial_columns,bp_generated_columns,bp_final_master_columns,cplex_status,cplex_objective,cplex_gap,bp_status,bp_objective,bp_gap,absolute_objective_difference,relative_objective_difference,reference_solution_feasible,bp_solution_feasible,bp_cg_iterations,bp_branch_nodes,bp_processed_nodes,bp_pruned_nodes,bp_remaining_active_nodes,pair_valid
3,10,101,0.40000000000000002,6108,0.020323032000000001,0.027296438999999999,0.042018391000000002,1.3769999999999999e-06,0.090213265000000001,23740,0.00018270499999999999,0.0051210020000000004,4.4400000000000001e-07,0.005304151,23740,UNKNOWN,28,UNKNOWN,OPTIMAL,476884.71855748002,0,OPTIMAL_CERTIFIED,476884.71855748002,0,0,0,true,true,7,0,1,0,0,true
