Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,2378986.863681,2217645.753577,1764139.876278,31.396475
1,2393957.448136,2249347.704982,2104697.145737,31.396475
2,2395421.812431,2304753.273638,2149762.463823,31.396475
3,2401753.672345,2328067.315158,2255086.871684,31.396475
4,2401753.672345,2353095.569181,2296343.608328,31.396475
5,2423680.663379,2382495.737880,2302184.664490,31.396475
6,2439573.491757,2384586.329533,2286896.727275,31.396475
7,2443925.432696,2389504.086164,2263123.965005,31.396475
8,2458349.360788,2398592.306513,2280658.396333,31.396475
9,2458349.360788,2404787.782462,2336626.884948,31.396475
10,2466008.538415,2418735.352997,2375149.943839,31.396475
11,2466008.538415,2430296.417351,2398380.118763,31.396475
12,2474797.988632,2438133.447460,2363385.467866,31.396475
13,2475703.086706,2440666.677692,2376634.373654,31.396475
14,2479047.029331,2433873.365557,2344361.549797,31.396476
15,2479960.775301,2435780.881132,2300152.396211,31.396476
16,2482508.477258,2443447.499935,2365801.294509,31.396476
17,2482508.477258,2449422.898701,2366029.551981,31.396489
18,2486525.706021,2453488.230495,2402965.827074,31.396489
19,2489737.415646,2456678.512933,2334849.602297,31.396489
20,2490903.902754,2464087.431463,2413230.862816,31.396490
21,2492101.783320,2466294.667173,2419794.828742,31.396490
22,2495122.724893,2466706.188525,2435389.944403,31.396490
23,2495122.724893,2475589.298215,2383390.884084,31.396490
24,2495158.337841,2475485.670286,2446191.249072,31.396490
25,2512431.113766,2477175.755569,2447915.544509,31.396490
26,2512431.113766,2479131.559544,2442693.314711,31.396490
27,2512431.113766,2484523.363518,2439156.542960,31.396490
28,2515215.153901,2487680.900677,2417802.565622,31.396490
29,2520597.295064,2494437.470796,2470207.347115,31.396490
30,2521410.979668,2496622.216746,2460987.199405,31.396490
31,2521410.979668,2493110.950270,2416790.252737,31.396490
32,2522635.826687,2503067.292443,2445281.964326,31.396490
33,2526157.561593,2506540.217154,2467172.401734,31.396490
34,2529173.008095,2502041.112157,2368422.995292,31.396490
35,2529173.008095,2501136.275814,2431703.340669,31.396490
36,2533472.047653,2504951.151335,2422385.108642,31.396490
37,2533472.047653,2502997.967037,2442574.573170,31.396490
38,2533733.754059,2510661.363661,2410300.455631,31.396490
39,2533769.811207,2512630.013055,2446055.157195,31.396490
40,2534067.511332,2513176.992190,2469537.223108,31.396490
41,2537680.746173,2517252.222238,2479424.968615,31.396490
42,2537680.746173,2515368.299142,2415738.167622,31.396490
43,2541421.283123,2516641.377665,2474228.714898,31.396490
44,2541421.283123,2515027.288696,2409395.502211,31.396490
45,2543663.893796,2514361.573609,2476034.844159,31.396490
46,2543806.299439,2515955.338578,2463560.242795,31.396490
47,2547766.815161,2518373.961216,2488697.239008,31.396490
48,2547766.815161,2523172.834065,2474222.727852,31.396490
49,2547766.815161,2524924.612394,2484021.962304,31.396490
