Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,1.7522e+08,1.74258e+08,1.73311e+08,0.0700737
1,1.7522e+08,1.74444e+08,1.73923e+08,0.11995
2,1.7522e+08,1.74575e+08,1.74103e+08,0.180276
3,1.7522e+08,1.74743e+08,1.74125e+08,0.24209
4,1.7522e+08,1.74871e+08,1.74151e+08,0.321003
5,1.7522e+08,1.74886e+08,1.74206e+08,0.385466
6,1.7522e+08,1.74972e+08,1.74652e+08,0.44666
7,1.7522e+08,1.75028e+08,1.74678e+08,0.513896
8,1.7522e+08,1.75083e+08,1.74857e+08,0.563396
9,1.7522e+08,1.7509e+08,1.74723e+08,0.615941
10,1.7522e+08,1.75132e+08,1.74957e+08,0.667698
