num_dc,num_retailers,random_seed,fixed_w,complete_column_count,column_enumeration_time_sec,full_master_build_time_sec,cplex_optimization_time_sec,reference_validation_time_sec,reference_total_wall_time_sec,bp_initialization_time_sec,bp_solve_time_sec,bp_validation_time_sec,bp_total_wall_time_sec,cplex_status,cplex_objective,cplex_gap,bp_status,bp_objective,bp_gap,absolute_objective_difference,relative_objective_difference,reference_solution_feasible,bp_solution_feasible,bp_cg_iterations,bp_branch_nodes,bp_processed_nodes,bp_pruned_nodes,bp_remaining_active_nodes,pair_valid
5,18,101,0.40000000000000002,2621340,5.4072551219999996,7.3932031809999996,36.678887218,3.6550000000000002e-06,49.865362664999999,0.082017382999999999,0.035966712999999997,6.6599999999999996e-07,0.11798476199999999,OPTIMAL,1024838.6029249378,0,OPTIMAL_CERTIFIED,1024838.6029249378,0,0,0,true,true,19,0,1,0,0,true
