Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,2795655.958170,2748702.385668,2591521.879444,29.309110
1,2802159.181705,2759207.775591,2684569.656769,29.309110
2,2802159.181705,2768592.787295,2688660.380832,29.309111
3,2802159.181705,2770272.667441,2717198.695282,29.309111
4,2802159.181705,2775472.715484,2735465.760815,29.309111
5,2802259.413702,2784985.472356,2758208.575634,29.309111
6,2802259.413702,2784118.279986,2741732.808131,29.309111
7,2802259.413702,2790653.876214,2763620.551003,29.309111
8,2802259.413702,2792077.335493,2783382.099133,29.309111
9,2802272.603341,2793500.736659,2735505.367743,29.309111
10,2802272.603341,2796029.767652,2765051.098649,29.309111
11,2803107.629938,2795336.570888,2774764.714989,29.309111
