size_id,scenario_id,screening_dimension,screening_level,random_seed,delta,investment_exponent,outer_status,inner_bp_status,has_integer_solution,outcome,total_profit,carbon_emission,total_investment_cost,e_plus,e_minus,net_carbon_trading_cost,num_dc_open,ga_generations,fitness_requests,fitness_bp_solves,actual_fitness_cache_hits,cache_hit_rate,cg_iterations,branch_nodes,best_w,w_vector_expected_length,w_vector_normalization_status,algorithm_commit,formal_tag,config_sha256,instance_fingerprint,demand_source,investment_recomputed,investment_abs_diff,user_time_sec,system_time_sec,wall_time_sec,max_rss_kb,sensitivity_dimension,sensitivity_level,outer_method,outer_solution_status,final_inner_bp_status,final_inner_bp_certified,integer_solution,termination_reason,w_vector_candidate_dc,w_vector_length,w_vector_raw_source,open_dc_set,positive_w_count,mean_positive_w,mean_all_candidate_w,mean_open_dc_w,max_w,min_positive_w,actual_bp_calls
10x30,DELTA_03000_GAMMA_050,delta,3000.0,303,3000,0.5,GA_BEST_FOUND,OPTIMAL,1,HEURISTIC_BEST_FOUND,2234567.0441681,242932.118183644,245429.754102366,142932.118183644,0,285864.236367288,9,19,570,489,81,0.14210526315789473,6858,11,0.341153470185728;0.560117302052786;0.274682306940371;0.438905180840665;0.545454545454545;0.349951124144673;0.21505376344086;0.915933528836755;0.173020527859238;0.619745845552297,10,VALID_EXACT_LENGTH,0dd725354732f9b8011e9e7e8540e0e64a3ff223,paper-exp-baseline-20260801,,,report.txt D_j open DCs; closed DCs D=0,245429.754102366,0,10.975815408,0,10.975815408,15856,delta,03000,GA_BP,GA_BEST_FOUND,OPTIMAL,true,1,HEURISTIC_BEST_FOUND,0.341153470185728;0.560117302052786;0.274682306940371;0.438905180840665;0.545454545454545;0.349951124144673;0.21505376344086;0.915933528836755;0.173020527859238;0.619745845552297,10,result.csv:best_w,0;1;2;3;4;5;6;8;9,10,0.4434017595307918,0.4434017595307918,0.390898229607907,0.915933528836755,0.173020527859238,489
