Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,2311864.817638,2250824.108493,2181131.647986,14.046213
1,2311864.817638,2260878.756608,2204256.938743,14.046213
2,2311864.817638,2275999.986248,2226207.051956,14.046213
3,2311864.817638,2285669.189512,2246153.734944,14.046213
4,2316153.688373,2286819.336823,2209909.389959,14.046213
5,2316153.688373,2288520.596419,2243320.600442,14.046213
6,2326540.023062,2299419.627734,2264802.462053,14.046214
7,2327236.384265,2307407.651686,2275700.179690,14.046214
8,2327236.384265,2311490.785255,2256505.210829,14.046214
9,2327236.384265,2313687.742663,2292160.459655,14.046214
10,2327253.657878,2316638.256529,2285825.566324,14.046214
11,2327253.657878,2317356.446922,2283158.803948,14.046214
12,2327456.262458,2317588.194576,2293039.529957,14.046214
13,2327456.262458,2319834.094015,2285174.191548,14.046214
14,2327946.492476,2321932.881480,2297969.451133,14.046214
15,2327946.492476,2324125.374367,2306236.046072,14.046214
16,2327946.492476,2323526.327682,2292636.686911,14.046214
