outer_status,final_inner_bp_status,integer_solution,relative_gap,termination_reason,wall_time_sec,ga_generations,actual_bp_calls,fitness_cache_hits,cg_iterations,branch_nodes,num_open_dcs,open_dc_indices,open_dc_ids,num_served_markets,served_market_indices,served_market_ids,num_unserved_markets,unserved_market_indices,unserved_market_ids,mean_w_open_dcs,demand_weighted_mean_w,max_w,min_w,revenue,facility_fixed_cost,inventory_cost,supplier_dc_transport_cost,dc_market_transport_cost,total_transport_cost,investment_cost,carbon_trading_cost,reported_total_profit,recomputed_total_profit,objective_decomposition_error,facility_emission,inventory_emission,supplier_dc_transport_emission,dc_market_transport_emission,total_emission,emission_decomposition_error,carbon_quota,allowance_shortage,allowance_surplus,net_carbon_trading_cost,best_w
HEURISTIC_BEST_FOUND,OPTIMAL,true,0,COMPLETED,0.65622780999999997,11,278,52,1506,0,6,"1;2;3;4;6;7","C02;C03;C04;C05;C07;C08",12,"1;3;4;9;2;8;10;12;11;6;7;14","C02;C04;C05;M10;C03;M09;M11;M13;M12;C07;C08;M15",3,"0;5;13","C01;C06;M14",0.00097751710654936461,0.00040031020589666915,0.0039100684261974585,0,272126430,16748518.709677421,3979098.8070988315,47399405.365818746,30682319.145873088,78081724.511691839,6.3538287612123154,432.32827074633678,173345967.30347526,173345967.30347523,2.9802322387695312e-08,659.35483870967744,3.801532299610062,8494.7884188673088,5501.0622315404626,14659.007021417057,1.8189894035458565e-12,14442.842886043889,216.16413537316839,0,432.32827074633678,"0;0;0;0;0.0039100684261974585;0;0.0019550342130987292;0"
