Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,2776929.192767,2611371.059516,2125766.856090,29.237046
1,2803114.874705,2655438.714566,2414611.104950,29.237046
2,2803114.874705,2721554.230732,2522289.940295,29.237047
3,2841828.719530,2742829.794141,2632171.475189,29.237047
4,2872175.146280,2764053.951927,2582238.984396,29.237047
5,2872175.146280,2773455.769824,2684984.789566,29.237047
6,2875239.567111,2801571.522769,2668677.810848,29.237047
7,2879916.912389,2797128.962184,2694529.398937,29.237047
8,2880271.411360,2824123.253692,2745056.374126,29.237047
9,2880271.411360,2845801.315708,2765030.495688,29.237047
10,2889315.261435,2842247.576831,2765995.864927,29.237047
11,2889315.261435,2855969.875243,2792311.678625,29.237047
12,2893684.884240,2856140.017074,2754939.176226,29.237047
13,2893684.884240,2857780.502152,2798902.734376,29.237047
14,2893684.884240,2864183.724202,2784599.649179,29.237047
15,2893684.884240,2866510.769427,2820022.632798,29.237047
16,2898911.011938,2876836.139739,2841600.519587,29.237047
17,2899752.245999,2881700.413326,2863468.225045,29.237064
18,2900771.647928,2885878.371532,2843194.456438,29.237064
19,2900771.647928,2887797.955982,2856562.018716,29.237064
20,2900771.647928,2883783.473895,2820203.176216,29.237064
21,2900771.647928,2886870.809659,2841408.510296,29.237064
22,2902747.211843,2892145.445108,2859439.272871,29.237064
23,2903068.211602,2894190.066016,2861302.770119,29.237064
24,2903068.211602,2892850.031205,2871207.580835,29.237064
25,2907031.531886,2893997.256586,2852734.453326,29.237065
26,2908703.799820,2890908.589065,2814280.766644,29.237065
27,2908703.799820,2897155.314590,2868992.153135,29.237065
28,2909386.583415,2897534.789287,2878934.302362,29.237065
29,2910221.086529,2902060.022482,2889142.526925,29.237065
30,2918857.104658,2903487.731259,2855802.430592,29.237065
31,2924010.053118,2904676.130428,2866307.175143,29.237065
32,2924010.053118,2903016.604723,2863249.825347,29.237065
33,2924010.053118,2905691.890049,2884450.521809,29.237065
34,2924010.053118,2902653.230962,2854602.194027,29.237065
35,2924010.053118,2901776.912035,2851783.821835,29.237065
36,2924610.991284,2911624.433282,2895690.752391,29.237065
37,2924610.991284,2908066.696318,2867088.610082,29.237065
38,2924610.991284,2910328.917358,2859093.958475,29.237065
39,2924610.991284,2909165.376424,2862761.758764,29.237065
40,2925013.497026,2909132.000570,2875440.442829,29.237065
41,2925013.497026,2908189.130288,2858543.406950,29.237065
